 Nascidos vivos - Brasil;;;;;;;
Nascim p/resid.mãe por Município e Local ocorrência;;;;;;;
Período:2000-2022;;;;;;;
Município;Hospital;Outro Estabelecimento de Saúde;Domicílio;Aldeia indígena;Outro;Ignorado;Total
317130 VICOSA;21939;13;36;-;2;1;21991
317140 VIEIRAS;885;3;-;-;-;-;888
317150 MATHIAS LOBATO;1130;-;3;-;5;-;1138
317160 VIRGEM DA LAPA;3670;4;31;-;5;1;3711
317170 VIRGINIA;2343;1;2;-;-;-;2346
317180 VIRGINOPOLIS;3343;2;5;-;1;1;3352
317190 VIRGOLANDIA;1342;18;29;-;8;-;1397
317200 VISCONDE DO RIO BRANCO;11733;28;1;-;1;-;11763
317210 VOLTA GRANDE;1306;2;2;-;10;-;1320
317220 WENCESLAU BRAZ;662;1;-;-;-;-;663
 MUNICIPIO IGNORADO - ES;66;-;-;-;1;1;68
320010 AFONSO CLAUDIO;10290;8;10;-;4;-;10312
320013 AGUIA BRANCA;2777;10;1;-;5;-;2793
320016 AGUA DOCE DO NORTE;3755;14;27;-;4;-;3800
320020 ALEGRE;9429;6;5;-;3;-;9443
320030 ALFREDO CHAVES;3213;1;-;-;2;-;3216
320035 ALTO RIO NOVO;2438;-;4;-;7;-;2449
320040 ANCHIETA;8663;7;5;-;4;-;8679
320050 APIACA;1931;3;2;-;3;-;1939
320060 ARACRUZ;31275;36;86;-;23;-;31420
320070 ATILIO VIVACQUA;2958;1;-;-;11;-;2970
320080 BAIXO GUANDU;9321;5;8;-;5;-;9339
320090 BARRA DE SAO FRANCISCO;14889;97;11;-;10;1;15008
320100 BOA ESPERANCA;4759;57;5;-;6;-;4827
320110 BOM JESUS DO NORTE;2404;7;1;-;1;-;2413
320115 BREJETUBA;4744;4;4;-;16;1;4769
320120 CACHOEIRO DE ITAPEMIRIM;64842;22;51;-;19;-;64934
320130 CARIACICA;135539;126;267;-;51;5;135988
320140 CASTELO;10416;2;15;-;-;-;10433
320150 COLATINA;35388;20;12;-;8;-;35428
320160 CONCEICAO DA BARRA;10447;9;40;-;33;-;10529
320170 CONCEICAO DO CASTELO;3940;4;7;-;4;-;3955
320180 DIVINO DE SAO LOURENCO;1467;3;13;-;2;-;1485
320190 DOMINGOS MARTINS;10966;10;15;-;6;-;10997
320200 DORES DO RIO PRETO;1823;5;2;-;-;-;1830
320210 ECOPORANGA;7648;92;7;-;6;-;7753
320220 FUNDAO;5593;120;14;-;28;2;5757
320225 GOVERNADOR LINDENBERG;2604;4;1;-;10;-;2619
320230 GUACUI;10181;31;7;-;2;-;10221
320240 GUARAPARI;38303;41;107;-;33;-;38484
320245 IBATIBA;8226;3;11;-;9;-;8249
320250 IBIRACU;3471;10;1;-;3;-;3485
320255 IBITIRAMA;3651;10;21;-;14;1;3697
320260 ICONHA;3209;-;4;-;1;-;3214
320265 IRUPI;3977;3;6;-;3;-;3989
320270 ITAGUACU;3676;5;3;-;11;-;3695
320280 ITAPEMIRIM;12029;4;5;-;6;-;12044
320290 ITARANA;2901;1;-;-;3;-;2905
320300 IUNA;9587;4;4;-;8;-;9603
320305 JAGUARE;6443;3848;8;-;37;-;10336
320310 JERONIMO MONTEIRO;3111;2;4;-;14;-;3131
320313 JOAO NEIVA;4617;10;5;-;6;2;4640
320316 LARANJA DA TERRA;2374;6;2;-;3;-;2385
320320 LINHARES;55987;38;213;-;9;-;56247
320330 MANTENOPOLIS;4253;8;1;-;9;-;4271
320332 MARATAIZES;11916;6;6;-;11;-;11939
320334 MARECHAL FLORIANO;4881;4;5;-;6;-;4896
320335 MARILANDIA;2965;3;-;-;3;-;2971
320340 MIMOSO DO SUL;7227;5;5;-;1;-;7238
320350 MONTANHA;6239;19;4;-;3;1;6266
320360 MUCURICI;1927;1;2;-;1;-;1931
320370 MUNIZ FREIRE;6118;15;3;-;8;2;6146
320380 MUQUI;4295;-;3;-;4;-;4302
320390 NOVA VENECIA;15749;32;14;-;9;-;15804
320400 PANCAS;6038;4;24;-;11;-;6077
320405 PEDRO CANARIO;9546;17;14;-;16;1;9594
320410 PINHEIROS;8716;69;6;-;25;-;8816
320420 PIUMA;6278;4;6;-;3;-;6291
320425 PONTO BELO;2093;4;1;-;4;-;2102
320430 PRESIDENTE KENNEDY;3442;1;4;-;16;-;3463
320435 RIO BANANAL;5618;5;14;-;8;-;5645
320440 RIO NOVO DO SUL;3075;2;1;-;2;-;3080
320450 SANTA LEOPOLDINA;2918;2;2;-;6;9;2937
320455 SANTA MARIA DE JETIBA;13134;21;9;-;7;-;13171
320460 SANTA TERESA;6920;9;6;-;3;1;6939
320465 SAO DOMINGOS DO NORTE;2578;3;3;-;6;-;2590
320470 SAO GABRIEL DA PALHA;10233;11;7;-;20;-;10271
320480 SAO JOSE DO CALCADO;3359;3;1;-;1;-;3364
320490 SAO MATEUS;41525;51;72;-;23;-;41671
320495 SAO ROQUE DO CANAA;2630;1;2;-;5;-;2638
320500 SERRA;153361;12985;358;-;113;1;166818
320501 SOORETAMA;10305;7;39;-;4;-;10355
320503 VARGEM ALTA;6395;4;9;-;14;-;6422
320506 VENDA NOVA DO IMIGRANTE;6868;7;5;-;1;-;6881
320510 VIANA;23580;16;23;-;13;1;23633
320515 VILA PAVAO;2485;9;10;-;6;-;2510
320517 VILA VALERIO;4358;40;7;-;37;-;4442
320520 VILA VELHA;139461;151;441;-;96;4;140153
320530 VITORIA;102081;146;210;-;32;-;102469
 MUNICIPIO IGNORADO - RJ;457;9;-;-;27;20;513
330010 ANGRA DOS REIS;57321;304;310;-;146;1;58082
330015 APERIBE;2599;180;1;-;-;-;2780
330020 ARARUAMA;36372;60;57;-;52;71;36612
330022 AREAL;3419;106;10;-;11;1;3547
330023 ARMACAO DOS BUZIOS;12578;76;58;-;8;-;12720
330025 ARRAIAL DO CABO;8205;7;8;-;3;1;8224
330030 BARRA DO PIRAI;26277;23;58;-;9;-;26367
330040 BARRA MANSA;52451;18;36;-;9;-;52514
330045 BELFORD ROXO;169221;199;424;-;283;9;170136
330050 BOM JARDIM;7835;16;14;-;1;-;7866
330060 BOM JESUS DO ITABAPOANA;11550;10;7;-;1;-;11568
330070 CABO FRIO;65003;362;143;-;81;1;65590
330080 CACHOEIRAS DE MACACU;17151;19;20;-;10;1;17201
330090 CAMBUCI;3535;71;2;-;-;-;3608
330093 CARAPEBUS;3211;55;2;-;4;-;3272
330095 COMENDADOR LEVY GASPARIAN;2605;19;8;-;6;-;2638
330100 CAMPOS DOS GOYTACAZES;167169;58;161;-;86;1;167475
330110 CANTAGALO;5721;31;9;-;-;-;5761
330115 CARDOSO MOREIRA;3347;2;-;-;6;-;3355
330120 CARMO;5227;10;5;-;1;-;5243
330130 CASIMIRO DE ABREU;11118;218;10;-;2;-;11348
330140 CONCEICAO DE MACABU;6023;108;11;-;14;-;6156
330150 CORDEIRO;6015;5;11;-;3;-;6034
330160 DUAS BARRAS;3278;5;3;-;4;-;3290
330170 DUQUE DE CAXIAS;305187;448;1192;-;758;5;307590
330180 ENGENHEIRO PAULO DE FRONTIN;3230;4;10;-;4;-;3248
330185 GUAPIMIRIM;16066;30;36;-;14;-;16146
330187 IGUABA GRANDE;6460;4;7;-;15;2;6488
330190 ITABORAI;75222;45;176;-;81;1;75525
330200 ITAGUAI;37872;2790;86;-;23;2;40773
330205 ITALVA;3875;5;-;-;4;-;3884
330210 ITAOCARA;5572;901;2;-;-;-;6475
330220 ITAPERUNA;27822;19;42;-;1;-;27884
330225 ITATIAIA;9023;10;31;-;5;-;9069
330227 JAPERI;34339;22;91;-;79;1;34532
330230 LAJE DO MURIAE;2253;5;3;-;-;-;2261
330240 MACAE;77049;705;227;-;57;127;78165
330245 MACUCO;2547;2;3;-;-;-;2552
330250 MAGE;79244;687;145;-;75;1;80152
330260 MANGARATIBA;11367;163;14;-;9;17;11570
330270 MARICA;36174;413;40;-;13;-;36640
330280 MENDES;4646;3;12;-;6;-;4667
330285 MESQUITA;50920;591;122;-;113;142;51888
330290 MIGUEL PEREIRA;7121;7;16;-;2;-;7146
330300 MIRACEMA;8484;480;3;-;2;1;8970
330310 NATIVIDADE;4460;5;2;-;1;-;4468
330320 NILOPOLIS;45005;2437;76;-;294;14;47826
330330 NITEROI;139663;62;412;-;88;2;140227
330340 NOVA FRIBURGO;52742;39;157;-;28;1;52967
330350 NOVA IGUACU;277054;1875;865;-;588;67;280449
330360 PARACAMBI;12585;15;9;-;3;1;12613
330370 PARAIBA DO SUL;12084;57;45;-;10;-;12196
330380 PARATY;13561;42;77;-;9;3;13692
330385 PATY DO ALFERES;8669;4;34;-;5;-;8712
330390 PETROPOLIS;91520;208;304;-;93;1;92126
330395 PINHEIRAL;6931;33;16;-;7;-;6987
330400 PIRAI;8080;5;27;-;9;-;8121
330410 PORCIUNCULA;5184;16;9;-;13;-;5222
330411 PORTO REAL;6082;2;8;-;1;1;6094
330412 QUATIS;3902;4;8;-;7;-;3921
330414 QUEIMADOS;53868;63;110;-;65;3;54109
330415 QUISSAMA;7038;16;12;-;-;-;7066
330420 RESENDE;39353;19;55;-;9;1;39437
330430 RIO BONITO;18020;12;9;-;3;1;18045
330440 RIO CLARO;4988;9;9;-;4;-;5010
330450 RIO DAS FLORES;2503;3;7;-;5;21;2539
330452 RIO DAS OSTRAS;36212;1498;97;-;23;1;37831
330455 RIO DE JANEIRO;1898580;19045;6009;-;2344;64;1926042
330460 SANTA MARIA MADALENA;2592;12;4;-;-;1;2609
330470 SANTO ANTONIO DE PADUA;11448;72;3;-;1;-;11524
330475 SAO FRANCISCO DE ITABAPOANA;13328;8;29;-;31;1;13397
330480 SAO FIDELIS;9494;607;6;-;-;-;10107
330490 SAO GONCALO;269227;154;363;-;108;10;269862
330500 SAO JOAO DA BARRA;11069;3;9;-;10;-;11091
330510 SAO JOAO DE MERITI;154896;445;223;-;133;6;155703
330513 SAO JOSE DE UBA;2298;4;-;-;1;-;2303
330515 SAO JOSE DO VALE DO RIO PRETO;5918;544;7;-;6;1;6476
330520 SAO PEDRO DA ALDEIA;30271;20;51;-;5;3;30350
330530 SAO SEBASTIAO DO ALTO;2382;65;4;-;1;-;2452
330540 SAPUCAIA;4267;71;17;-;16;1;4372
330550 SAQUAREMA;23679;14;37;-;13;13;23756
330555 SEROPEDICA;24054;326;68;-;22;4;24474
330560 SILVA JARDIM;6937;41;23;-;4;1;7006
330570 SUMIDOURO;4781;13;5;-;3;-;4802
330575 TANGUA;9826;17;11;-;6;-;9860
330580 TERESOPOLIS;53965;32;125;-;29;3;54154
330590 TRAJANO DE MORAES;2374;4;4;-;1;-;2383
330600 TRES RIOS;26138;283;88;-;18;3;26530
330610 VALENCA;21013;26;71;-;26;4;21140
330615 VARRE-SAI;4027;1;-;-;-;-;4028
330620 VASSOURAS;12097;11;40;-;4;-;12152
330630 VOLTA REDONDA;76319;51;97;-;15;1;76483
 MUNICIPIO IGNORADO - SP;1236;40;97;-;232;2103;3708
350010 ADAMANTINA;8608;7;2;-;1;-;8618
350020 ADOLFO;947;1;-;-;2;-;950
350030 AGUAI;10264;9;10;-;28;1;10312
350040 AGUAS DA PRATA;1717;-;6;-;3;-;1726
350050 AGUAS DE LINDOIA;5569;9;5;-;1;1;5585
350055 AGUAS DE SANTA BARBARA;1714;1;1;-;3;-;1719
350060 AGUAS DE SAO PEDRO;599;1;3;-;2;1;606
350070 AGUDOS;11861;3;9;-;3;7;11883
350075 ALAMBARI;1453;-;2;-;-;-;1455
350080 ALFREDO MARCONDES;950;-;-;-;-;-;950
350090 ALTAIR;1064;-;2;-;1;-;1067
350100 ALTINOPOLIS;4562;2;12;-;4;-;4580
350110 ALTO ALEGRE;956;1;-;-;1;-;958
350115 ALUMINIO;5904;19;10;-;3;1;5937
350120 ALVARES FLORENCE;746;1;-;-;-;-;747
350130 ALVARES MACHADO;8035;6;4;-;2;-;8047
350140 ALVARO DE CARVALHO;1109;2;4;-;2;-;1117
350150 ALVINLANDIA;995;1;2;-;5;-;1003
350160 AMERICANA;59780;23;111;-;18;2;59934
350170 AMERICO BRASILIENSE;11406;10;8;-;7;6;11437
350180 AMERICO DE CAMPOS;1296;-;1;-;2;-;1299
350190 AMPARO;18712;5;25;-;5;1;18748
350200 ANALANDIA;1097;12;1;-;9;-;1119
350210 ANDRADINA;15920;12;8;-;1;1;15942
350220 ANGATUBA;7617;4;6;-;1;-;7628
350230 ANHEMBI;1722;31;11;-;20;-;1784
350240 ANHUMAS;1110;3;2;-;1;-;1116
350250 APARECIDA;10789;3;12;-;2;-;10806
350260 APARECIDA D'OESTE;1097;-;2;-;-;-;1099
350270 APIAI;9166;4;73;-;10;1;9254
350275 ARACARIGUAMA;6902;113;15;-;7;2;7039
350280 ARACATUBA;51518;98;65;-;26;2;51709
350290 ARACOIABA DA SERRA;8530;53;29;-;5;-;8617
350300 ARAMINA;1367;1;2;-;-;1;1371
350310 ARANDU;1956;-;3;-;-;-;1959
350315 ARAPEI;471;109;5;-;14;4;603
350320 ARARAQUARA;58718;32;115;-;24;7;58896
350330 ARARAS;34586;49;57;-;16;2;34710
350335 ARCO-IRIS;497;-;-;-;1;-;498
350340 AREALVA;1912;-;2;-;2;-;1916
350350 AREIAS;1146;6;-;-;3;1;1156
350360 AREIOPOLIS;3559;4;6;-;7;-;3576
350370 ARIRANHA;2334;1;1;-;4;-;2340
350380 ARTUR NOGUEIRA;13852;41;23;-;14;2;13932
350390 ARUJA;30241;45;40;-;8;1;30335
350395 ASPASIA;457;1;-;-;-;-;458
350400 ASSIS;27690;13;37;-;1;1;27742
350410 ATIBAIA;44880;13;162;-;28;2;45085
350420 AURIFLAMA;3794;4;3;-;1;-;3802
350430 AVAI;1513;1;1;-;2;-;1517
350440 AVANHANDAVA;3261;3;3;-;3;1;3271
350450 AVARE;28269;18;13;-;1;-;28301
350460 BADY BASSITT;4945;8;12;-;3;-;4968
350470 BALBINOS;330;-;1;-;-;-;331
350480 BALSAMO;1955;3;4;-;2;1;1965
350490 BANANAL;1621;1210;12;-;5;-;2848
350500 BARAO DE ANTONINA;970;1;-;-;-;-;971
350510 BARBOSA;2022;4;2;-;7;-;2035
350520 BARIRI;9106;2;3;-;1;1;9113
350530 BARRA BONITA;8679;8;4;-;3;1;8695
350535 BARRA DO CHAPEU;1884;4;15;-;5;4;1912
350540 BARRA DO TURVO;2272;88;28;-;52;2;2442
350550 BARRETOS;33502;38;36;-;7;3;33586
350560 BARRINHA;10590;143;22;-;23;-;10778
350570 BARUERI;112321;11342;216;-;45;6;123930
350580 BASTOS;6894;28;3;-;7;-;6932
350590 BATATAIS;16484;12;9;-;2;-;16507
350600 BAURU;106483;60;230;-;65;6;106844
350610 BEBEDOURO;21395;16;25;-;7;2;21445
350620 BENTO DE ABREU;750;1;-;-;-;-;751
350630 BERNARDINO DE CAMPOS;3119;8;4;-;4;-;3135
350635 BERTIOGA;20716;19;92;-;23;2;20852
350640 BILAC;1717;-;1;-;2;-;1720
350650 BIRIGUI;31273;26;17;-;5;-;31321
350660 BIRITIBA-MIRIM;9034;16;39;-;35;1;9125
350670 BOA ESPERANCA DO SUL;4530;3;5;-;13;-;4551
350680 BOCAINA;3243;2;-;-;1;-;3246
350690 BOFETE;2788;29;10;-;30;-;2857
350700 BOITUVA;16779;8;26;-;2;1;16816
350710 BOM JESUS DOS PERDOES;6496;109;17;-;13;-;6635
350715 BOM SUCESSO DE ITARARE;1556;9;8;-;9;-;1582
350720 BORA;224;-;-;-;-;1;225
350730 BORACEIA;1373;-;4;-;-;-;1377
350740 BORBOREMA;3628;3;1;-;-;-;3632
350745 BOREBI;762;-;2;-;1;-;765
350750 BOTUCATU;39076;53;177;-;34;-;39340
350760 BRAGANCA PAULISTA;49104;23;163;-;27;6;49323
350770 BRAUNA;1446;4;1;-;4;-;1455
350775 BREJO ALEGRE;691;-;-;-;-;-;691
350780 BRODOWSKI;6462;70;11;-;14;1;6558
350790 BROTAS;6911;3;4;-;1;-;6919
350800 BURI;5386;2339;10;-;23;-;7758
350810 BURITAMA;4383;1;2;-;2;1;4389
350820 BURITIZAL;1107;-;1;-;1;-;1109
350830 CABRALIA PAULISTA;1383;4;-;-;-;-;1387
350840 CABREUVA;16405;49;13;-;11;5;16483
350850 CACAPAVA;28630;14;46;-;4;1;28695
350860 CACHOEIRA PAULISTA;9477;6;24;-;7;2;9516
350870 CACONDE;5313;-;14;-;7;2;5336
350880 CAFELANDIA;5272;3;4;-;4;-;5283
350890 CAIABU;1060;1;-;-;-;-;1061
350900 CAIEIRAS;30680;109;64;-;14;6;30873
350910 CAIUA;1076;3;2;-;2;-;1083
350920 CAJAMAR;27303;39;53;-;10;2;27407
350925 CAJATI;11742;13;49;-;56;1;11861
350930 CAJOBI;2537;3;3;-;1;-;2544
350940 CAJURU;8220;15;3;-;3;1;8242
350945 CAMPINA DO MONTE ALEGRE;1827;1;-;-;2;-;1830
350950 CAMPINAS;332591;252;1185;-;173;30;334231
350960 CAMPO LIMPO PAULISTA;25429;11;27;-;4;2;25473
350970 CAMPOS DO JORDAO;17677;831;17;-;2;7;18534
350980 CAMPOS NOVOS PAULISTA;1390;1;1;-;6;-;1398
350990 CANANEIA;4370;6;48;-;26;-;4450
350995 CANAS;1621;-;1;-;-;-;1622
351000 CANDIDO MOTA;8288;5;5;-;3;1;8302
351010 CANDIDO RODRIGUES;574;-;-;-;-;-;574
351015 CANITAR;1753;-;19;-;18;5;1795
351020 CAPAO BONITO;16964;4;40;-;8;3;17019
351030 CAPELA DO ALTO;6076;44;12;-;11;1;6144
351040 CAPIVARI;16304;6;4;-;3;1;16318
351050 CARAGUATATUBA;36229;58;90;-;11;4;36392
351060 CARAPICUIBA;151168;1455;421;-;78;13;153135
351070 CARDOSO;3003;2;2;-;-;-;3007
351080 CASA BRANCA;7584;11;14;-;1;1;7611
351090 CASSIA DOS COQUEIROS;570;2;1;-;3;-;576
351100 CASTILHO;5564;2;5;-;3;-;5574
351110 CATANDUVA;30974;24;35;-;12;-;31045
351120 CATIGUA;1971;2;3;-;5;-;1981
351130 CEDRAL;2102;5;5;-;4;-;2116
351140 CERQUEIRA CESAR;5616;4;9;-;2;1;5632
351150 CERQUILHO;11172;3;15;-;11;-;11201
351160 CESARIO LANGE;5113;4;1;-;3;-;5121
351170 CHARQUEADA;4634;5;2;-;3;1;4645
351190 CLEMENTINA;2221;3;-;-;5;-;2229
351200 COLINA;5385;6;2;-;-;4;5397
351210 COLOMBIA;2175;2;1;-;6;-;2184
351220 CONCHAL;9493;10;8;-;3;-;9514
351230 CONCHAS;5301;3;4;-;8;1;5317
351240 CORDEIROPOLIS;6400;54;6;-;3;-;6463
351250 COROADOS;1334;-;2;-;-;-;1336
351260 CORONEL MACEDO;1325;2;3;-;-;-;1330
351270 CORUMBATAI;1074;18;1;-;3;-;1096
351280 COSMOPOLIS;17811;32;24;-;10;8;17885
351290 COSMORAMA;1698;4;-;-;4;-;1706
351300 COTIA;85487;242;246;-;69;15;86059
351310 CRAVINHOS;9437;143;6;-;23;-;9609
351320 CRISTAIS PAULISTA;2427;3;6;-;4;-;2440
351330 CRUZALIA;546;-;1;-;1;-;548
351340 CRUZEIRO;24059;19;58;-;8;-;24144
351350 CUBATAO;42886;75;76;-;23;2;43062
351360 CUNHA;6319;2;27;-;2;8;6358
351370 DESCALVADO;8455;1;5;-;2;2;8465
351380 DIADEMA;145429;267;251;-;72;14;146033
351385 DIRCE REIS;392;-;-;-;-;1;393
351390 DIVINOLANDIA;3172;-;1;-;3;-;3176
351400 DOBRADA;2634;2;1;-;2;-;2639
351410 DOIS CORREGOS;8042;6;10;-;3;-;8061
351420 DOLCINOPOLIS;517;1;-;-;-;-;518
351430 DOURADO;2167;3;2;-;4;-;2176
351440 DRACENA;11260;8;11;-;2;4;11285
351450 DUARTINA;3448;6;3;-;2;-;3459
351460 DUMONT;2259;8;1;-;9;-;2277
351470 ECHAPORA;1929;8;1;-;1;-;1939
351480 ELDORADO;5350;5;48;-;49;4;5456
351490 ELIAS FAUSTO;4805;5;4;-;5;-;4819
351492 ELISIARIO;767;1;-;-;-;1;769
351495 EMBAUBA;578;-;-;-;-;-;578
351500 EMBU DAS ARTES;98511;757;240;-;49;30;99587
351510 EMBU-GUACU;21145;526;79;-;66;9;21825
351512 EMILIANOPOLIS;727;1;-;-;1;-;729
351515 ENGENHEIRO COELHO;5360;16;17;-;16;-;5409
351518 ESPIRITO SANTO DO PINHAL;11310;10;10;-;2;-;11332
351519 ESPIRITO SANTO DO TURVO;1485;-;-;-;3;6;1494
351520 ESTRELA D'OESTE;2190;-;2;-;-;-;2192
351530 ESTRELA DO NORTE;819;1;1;-;1;8;830
351535 EUCLIDES DA CUNHA PAULISTA;2951;2;4;-;9;-;2966
351540 FARTURA;4662;1;2;-;-;-;4665
351550 FERNANDOPOLIS;17173;10;14;-;4;-;17201
351560 FERNANDO PRESTES;1252;4;-;-;4;1;1261
351565 FERNAO;420;1;-;-;1;1;423
351570 FERRAZ DE VASCONCELOS;65071;69;169;-;22;6;65337
351580 FLORA RICA;432;1;-;-;-;-;433
351590 FLOREAL;554;1;-;-;-;-;555
351600 FLORIDA PAULISTA;2949;2;4;-;2;12;2969
351610 FLORINIA;821;-;2;-;-;-;823
351620 FRANCA;109049;35;144;-;23;4;109255
351630 FRANCISCO MORATO;64808;42;201;-;34;6;65091
351640 FRANCO DA ROCHA;48493;48;149;-;56;13;48759
351650 GABRIEL MONTEIRO;665;-;1;-;2;-;668
351660 GALIA;1768;1;6;-;3;-;1778
351670 GARCA;12834;18;11;-;8;2;12873
351680 GASTAO VIDIGAL;1150;1;2;-;-;-;1153
351685 GAVIAO PEIXOTO;1436;-;-;-;3;1;1440
351690 GENERAL SALGADO;2567;5;4;-;5;-;2581
351700 GETULINA;2674;1;8;-;2;-;2685
351710 GLICERIO;1305;2;-;-;1;1;1309
351720 GUAICARA;3376;1;7;-;-;-;3384
351730 GUAIMBE;1827;-;2;-;14;-;1843
351740 GUAIRA;11164;7;10;-;1;-;11182
351750 GUAPIACU;4928;8;4;-;7;-;4947
351760 GUAPIARA;6676;4;17;-;1;1;6699
351770 GUARA;6190;10;1;-;1;1;6203
351780 GUARACAI;2006;2;-;-;-;-;2008
351790 GUARACI;2927;3;-;-;14;-;2944
351800 GUARANI D'OESTE;462;2;-;-;1;-;465
351810 GUARANTA;1980;4;2;-;12;1;1999
351820 GUARARAPES;8621;6;10;-;-;3;8640
351830 GUARAREMA;9578;5;16;-;-;-;9599
351840 GUARATINGUETA;34881;8;36;-;9;18;34952
351850 GUAREI;3493;14;4;-;6;-;3517
351860 GUARIBA;12261;14;8;-;6;2;12291
351870 GUARUJA;106745;221;196;-;56;11;107229
351880 GUARULHOS;476656;995;1249;-;314;44;479258
351885 GUATAPARA;2217;34;3;-;18;-;2272
351890 GUZOLANDIA;1375;1;1;-;-;-;1377
351900 HERCULANDIA;2574;2;2;-;2;-;2580
351905 HOLAMBRA;4222;15;11;-;9;-;4257
351907 HORTOLANDIA;63676;542;79;-;35;5;64337
351910 IACANGA;2918;13;2;-;3;-;2936
351920 IACRI;1531;3;3;-;1;4;1542
351925 IARAS;1558;-;3;-;2;2;1565
351930 IBATE;11212;6;10;-;2;-;11230
351940 IBIRA;2974;1;1;-;4;-;2980
351950 IBIRAREMA;1865;3;4;-;4;-;1876
351960 IBITINGA;15790;30;18;-;1;-;15839
351970 IBIUNA;25434;26;58;-;12;3;25533
351980 ICEM;2422;9;1;-;1;-;2433
351990 IEPE;2256;1;2;-;1;-;2260
352000 IGARACU DO TIETE;7020;10;4;-;1;-;7035
352010 IGARAPAVA;7868;23;6;-;2;-;7899
352020 IGARATA;3103;16;14;-;7;-;3140
352030 IGUAPE;9395;32;46;-;51;-;9524
352040 ILHABELA;10782;64;64;-;14;1;10925
352042 ILHA COMPRIDA;2783;56;8;-;26;-;2873
352044 ILHA SOLTEIRA;6356;1;4;-;-;-;6361
352050 INDAIATUBA;66119;28;142;-;11;9;66309
352060 INDIANA;1307;2;1;-;-;-;1310
352070 INDIAPORA;944;1;1;-;1;-;947
352080 INUBIA PAULISTA;892;-;1;-;-;-;893
352090 IPAUSSU;4321;5;-;-;2;-;4328
352100 IPERO;7796;62;22;-;11;-;7891
352110 IPEUNA;1916;12;7;-;10;-;1945
352115 IPIGUA;1310;2;1;-;2;1;1316
352120 IPORANGA;1365;27;12;-;21;-;1425
352130 IPUA;4514;1;-;-;1;-;4516
352140 IRACEMAPOLIS;5716;7;7;-;4;-;5734
352150 IRAPUA;1899;5;3;-;9;-;1916
352160 IRAPURU;1578;-;3;-;-;-;1581
352170 ITABERA;5759;2;8;-;9;-;5778
352180 ITAI;7809;2;3;-;5;2;7821
352190 ITAJOBI;3757;3;4;-;6;-;3770
352200 ITAJU;814;-;1;-;-;-;815
352210 ITANHAEM;31380;15;150;-;36;-;31581
352215 ITAOCA;1030;6;4;-;6;5;1051
352220 ITAPECERICA DA SERRA;66071;383;166;-;57;12;66689
352230 ITAPETININGA;50103;27;98;-;17;1;50246
352240 ITAPEVA;34696;21;68;-;42;2;34829
352250 ITAPEVI;88306;654;263;-;66;6;89295
352260 ITAPIRA;18190;10;15;-;3;-;18218
352265 ITAPIRAPUA PAULISTA;1449;17;45;-;18;17;1546
352270 ITAPOLIS;10890;4;4;-;1;-;10899
352280 ITAPORANGA;4836;4;11;-;1;-;4852
352290 ITAPUI;3839;1;-;-;1;-;3841
352300 ITAPURA;1225;2;2;-;1;-;1230
352310 ITAQUAQUECETUBA;129414;86;356;-;88;8;129952
352320 ITARARE;16513;4;32;-;8;1;16558
352330 ITARIRI;3796;102;24;-;28;1;3951
352340 ITATIBA;31205;33;42;-;11;3;31294
352350 ITATINGA;6693;4;6;-;43;1;6747
352360 ITIRAPINA;3926;21;4;-;6;-;3957
352370 ITIRAPUA;1721;3;-;-;1;-;1725
352380 ITOBI;2026;-;3;-;-;-;2029
352390 ITU;53548;33;123;-;18;1;53723
352400 ITUPEVA;16622;3;18;-;9;-;16652
352410 ITUVERAVA;11309;13;6;-;1;2;11331
352420 JABORANDI;1766;4;4;-;1;-;1775
352430 JABOTICABAL;19658;16;22;-;5;-;19701
352440 JACAREI;71598;26;159;-;13;2;71798
352450 JACI;1701;-;-;-;-;-;1701
352460 JACUPIRANGA;5790;4;32;-;18;-;5844
352470 JAGUARIUNA;15604;5;26;-;2;-;15637
352480 JALES;12211;9;11;-;1;1;12233
352490 JAMBEIRO;1446;1;3;-;3;3;1456
352500 JANDIRA;38449;1033;81;-;25;3;39591
352510 JARDINOPOLIS;12115;55;29;-;18;-;12217
352520 JARINU;8550;41;38;-;18;4;8651
352530 JAU;38059;11;25;-;1;6;38102
352540 JERIQUARA;991;4;1;-;-;-;996
352550 JOANOPOLIS;3346;2;12;-;5;1;3366
352560 JOAO RAMALHO;1392;-;-;-;1;-;1393
352570 JOSE BONIFACIO;9854;3;6;-;5;47;9915
352580 JULIO MESQUITA;1485;4;7;-;5;-;1501
352585 JUMIRIM;767;1;1;-;-;-;769
352590 JUNDIAI;123817;31;223;-;50;18;124139
352600 JUNQUEIROPOLIS;5079;4;4;-;-;-;5087
352610 JUQUIA;7292;11;44;-;31;-;7378
352620 JUQUITIBA;10743;80;69;-;40;3;10935
352630 LAGOINHA;1041;1;28;-;-;4;1074
352640 LARANJAL PAULISTA;8195;8;10;-;3;-;8216
352650 LAVINIA;1189;2;-;-;-;-;1191
352660 LAVRINHAS;2413;4;5;-;1;-;2423
352670 LEME;28817;32;49;-;9;1;28908
352680 LENCOIS PAULISTA;19823;3;7;-;2;1;19836
352690 LIMEIRA;82637;27;167;-;18;1;82850
352700 LINDOIA;1681;2;1;-;1;-;1685
352710 LINS;21075;5;23;-;4;2;21109
352720 LORENA;28121;4;18;-;4;4;28151
