 Nascidos vivos - Brasil;;;;;;;;;;
Nascim p/resid.mãe por Município e Instrução da mãe;;;;;;;;;;
Período:2000-2022;;;;;;;;;;
Município;Nenhuma;1 a 3 anos;4 a 7 anos;8 a 11 anos;12 anos e mais;9 a 11 anos;1º grau incompleto;1º grau completo;Ignorado;Total
351600 FLORIDA PAULISTA;18;181;831;1393;453;-;-;-;93;2969
351610 FLORINIA;5;27;150;501;131;-;-;-;9;823
351620 FRANCA;271;2497;19329;63209;22182;-;-;-;1767;109255
351630 FRANCISCO MORATO;368;2480;12666;39239;8549;-;-;-;1789;65091
351640 FRANCO DA ROCHA;214;1626;9076;30510;6750;-;-;-;583;48759
351650 GABRIEL MONTEIRO;1;12;83;395;143;-;-;-;34;668
351660 GALIA;19;127;470;948;199;-;-;-;15;1778
351670 GARCA;79;502;2351;7647;2206;-;-;-;88;12873
351680 GASTAO VIDIGAL;4;52;257;649;172;-;-;-;19;1153
351685 GAVIAO PEIXOTO;7;66;317;897;132;-;-;-;21;1440
351690 GENERAL SALGADO;20;56;410;1433;591;-;-;-;71;2581
351700 GETULINA;26;125;655;1406;343;-;-;-;130;2685
351710 GLICERIO;8;74;325;747;139;-;-;-;16;1309
351720 GUAICARA;18;141;799;1921;381;-;-;-;124;3384
351730 GUAIMBE;20;70;510;1032;178;-;-;-;33;1843
351740 GUAIRA;132;324;2116;6616;1916;-;-;-;78;11182
351750 GUAPIACU;23;172;990;3006;710;-;-;-;46;4947
351760 GUAPIARA;152;897;1678;3040;527;-;-;-;405;6699
351770 GUARA;49;454;1728;2923;672;-;-;-;377;6203
351780 GUARACAI;3;70;349;1092;441;-;-;-;53;2008
351790 GUARACI;11;97;641;1782;374;-;-;-;39;2944
351800 GUARANI D'OESTE;1;12;94;258;94;-;-;-;6;465
351810 GUARANTA;25;116;578;1076;152;-;-;-;52;1999
351820 GUARARAPES;31;325;1610;4681;1810;-;-;-;183;8640
351830 GUARAREMA;69;501;1947;5400;1382;-;-;-;300;9599
351840 GUARATINGUETA;74;674;5139;19986;6925;-;-;-;2154;34952
351850 GUAREI;50;315;892;1900;263;-;-;-;97;3517
351860 GUARIBA;98;683;3309;6848;1199;-;-;-;154;12291
351870 GUARUJA;504;5265;25369;59647;15591;-;-;-;853;107229
351880 GUARULHOS;2079;16016;86796;285698;83985;-;-;-;4684;479258
351885 GUATAPARA;39;119;600;1236;252;-;-;-;26;2272
351890 GUZOLANDIA;7;67;250;824;141;-;-;-;88;1377
351900 HERCULANDIA;11;122;661;1450;292;-;-;-;44;2580
351905 HOLAMBRA;9;140;919;2205;911;-;-;-;73;4257
351907 HORTOLANDIA;195;1398;11939;40886;9178;-;-;-;741;64337
351910 IACANGA;17;60;372;1473;359;-;-;-;655;2936
351920 IACRI;14;63;380;874;177;-;-;-;34;1542
351925 IARAS;14;82;395;840;186;-;-;-;48;1565
351930 IBATE;46;488;2657;6800;1086;-;-;-;153;11230
351940 IBIRA;20;170;689;1636;439;-;-;-;26;2980
351950 IBIRAREMA;9;104;506;984;260;-;-;-;13;1876
351960 IBITINGA;55;605;3359;8911;2385;-;-;-;524;15839
351970 IBIUNA;333;2398;7307;10670;2550;-;-;-;2275;25533
351980 ICEM;17;115;543;1412;325;-;-;-;21;2433
351990 IEPE;13;126;361;1324;413;-;-;-;23;2260
352000 IGARACU DO TIETE;93;744;2520;2705;908;-;-;-;65;7035
352010 IGARAPAVA;119;479;1834;3635;1387;-;-;-;445;7899
352020 IGARATA;14;73;726;1951;261;-;-;-;115;3140
352030 IGUAPE;80;502;2461;5345;1044;-;-;-;92;9524
352040 ILHABELA;45;359;2279;6547;1583;-;-;-;112;10925
352042 ILHA COMPRIDA;20;97;625;1744;364;-;-;-;23;2873
352044 ILHA SOLTEIRA;15;183;1060;3286;1454;-;-;-;363;6361
352050 INDAIATUBA;186;1347;9298;40282;14733;-;-;-;463;66309
352060 INDIANA;4;39;233;710;297;-;-;-;27;1310
352070 INDIAPORA;2;21;182;455;272;-;-;-;15;947
352080 INUBIA PAULISTA;3;32;118;525;207;-;-;-;8;893
352090 IPAUSSU;30;211;1538;1880;585;-;-;-;84;4328
352100 IPERO;38;289;1850;4633;1034;-;-;-;47;7891
352110 IPEUNA;10;84;474;1123;227;-;-;-;27;1945
352115 IPIGUA;7;34;253;868;145;-;-;-;9;1316
352120 IPORANGA;23;108;348;768;153;-;-;-;25;1425
352130 IPUA;33;238;1132;2603;444;-;-;-;66;4516
352140 IRACEMAPOLIS;14;133;919;3565;961;-;-;-;142;5734
352150 IRAPUA;18;84;464;1079;235;-;-;-;36;1916
352160 IRAPURU;8;62;278;796;352;-;-;-;85;1581
352170 ITABERA;50;510;1354;2946;803;-;-;-;115;5778
352180 ITAI;54;684;2153;3951;886;-;-;-;93;7821
352190 ITAJOBI;25;180;864;1989;661;-;-;-;51;3770
352200 ITAJU;5;66;196;420;98;-;-;-;30;815
352210 ITANHAEM;202;1151;6408;19446;4128;-;-;-;246;31581
352215 ITAOCA;12;95;253;524;101;-;-;-;66;1051
352220 ITAPECERICA DA SERRA;365;2535;14449;39946;8855;-;-;-;539;66689
352230 ITAPETININGA;319;2012;10508;28703;7245;-;-;-;1459;50246
352240 ITAPEVA;294;2442;7239;19184;5094;-;-;-;576;34829
352250 ITAPEVI;331;2087;15216;54829;9039;-;-;-;7793;89295
352260 ITAPIRA;105;641;3804;10181;3174;-;-;-;313;18218
352265 ITAPIRAPUA PAULISTA;18;137;357;720;97;-;-;-;217;1546
352270 ITAPOLIS;89;494;2586;5759;1910;-;-;-;61;10899
352280 ITAPORANGA;38;276;1074;2653;569;-;-;-;242;4852
352290 ITAPUI;28;209;957;1931;627;-;-;-;89;3841
352300 ITAPURA;3;69;310;677;99;-;-;-;72;1230
352310 ITAQUAQUECETUBA;671;4524;26643;85280;11435;-;-;-;1399;129952
352320 ITARARE;122;2413;3179;8912;1704;-;-;-;228;16558
352330 ITARIRI;50;225;1088;2136;416;-;-;-;36;3951
352340 ITATIBA;128;1397;6220;16321;6777;-;-;-;451;31294
352350 ITATINGA;69;404;1906;3700;591;-;-;-;77;6747
352360 ITIRAPINA;13;168;844;2435;389;-;-;-;108;3957
352370 ITIRAPUA;17;95;495;806;246;-;-;-;66;1725
352380 ITOBI;21;180;650;964;167;-;-;-;47;2029
352390 ITU;215;1974;11118;30763;9193;-;-;-;460;53723
352400 ITUPEVA;59;563;2839;10124;2847;-;-;-;220;16652
352410 ITUVERAVA;37;244;2548;5208;2147;-;-;-;1147;11331
352420 JABORANDI;14;90;378;985;281;-;-;-;27;1775
352430 JABOTICABAL;132;673;4238;10275;4101;-;-;-;282;19701
352440 JACAREI;162;1359;11278;44872;12907;-;-;-;1220;71798
352450 JACI;4;40;276;1095;250;-;-;-;36;1701
352460 JACUPIRANGA;85;371;1572;3103;660;-;-;-;53;5844
352470 JAGUARIUNA;37;347;2292;9077;3644;-;-;-;240;15637
352480 JALES;27;278;1753;6127;3897;-;-;-;151;12233
352490 JAMBEIRO;6;71;260;799;239;-;-;-;81;1456
352500 JANDIRA;156;1030;6578;23953;5975;-;-;-;1899;39591
352510 JARDINOPOLIS;76;612;3410;6263;1571;-;-;-;285;12217
352520 JARINU;46;354;1830;5056;1255;-;-;-;110;8651
352530 JAU;155;1512;7047;21783;6457;-;-;-;1148;38102
352540 JERIQUARA;19;79;295;423;130;-;-;-;50;996
352550 JOANOPOLIS;45;217;958;1616;459;-;-;-;71;3366
352560 JOAO RAMALHO;5;42;271;917;150;-;-;-;8;1393
352570 JOSE BONIFACIO;34;295;1567;5091;1601;-;-;-;1327;9915
352580 JULIO MESQUITA;9;80;350;919;129;-;-;-;14;1501
352585 JUMIRIM;2;38;192;454;77;-;-;-;6;769
352590 JUNDIAI;310;3579;17756;63734;37594;-;-;-;1166;124139
352600 JUNQUEIROPOLIS;20;125;754;2758;1413;-;-;-;17;5087
352610 JUQUIA;54;347;2517;3669;723;-;-;-;68;7378
352620 JUQUITIBA;136;711;2845;5918;1129;-;-;-;196;10935
352630 LAGOINHA;10;56;253;476;115;-;-;-;164;1074
352640 LARANJAL PAULISTA;37;348;2390;4277;1026;-;-;-;138;8216
352650 LAVINIA;3;46;200;693;232;-;-;-;17;1191
352660 LAVRINHAS;15;89;442;1630;213;-;-;-;34;2423
352670 LEME;219;2035;7598;14958;3665;-;-;-;433;28908
352680 LENCOIS PAULISTA;69;667;4159;10783;3849;-;-;-;309;19836
352690 LIMEIRA;253;1886;14896;48312;15463;-;-;-;2040;82850
352700 LINDOIA;12;145;392;831;279;-;-;-;26;1685
352710 LINS;54;427;3706;11030;4927;-;-;-;965;21109
352720 LORENA;117;806;4383;14852;4881;-;-;-;3112;28151
352725 LOURDES;1;20;88;301;71;-;-;-;9;490
352730 LOUVEIRA;64;646;2468;8761;2385;-;-;-;246;14570
352740 LUCELIA;15;198;996;2633;1105;-;-;-;41;4988
352750 LUCIANOPOLIS;4;37;165;418;60;-;-;-;7;691
352760 LUIS ANTONIO;18;195;991;1981;430;-;-;-;43;3658
352770 LUIZIANIA;14;73;392;877;174;-;-;-;15;1545
352780 LUPERCIO;9;69;296;830;152;-;-;-;11;1367
352790 LUTECIA;2;17;153;531;119;-;-;-;5;827
352800 MACATUBA;32;216;1331;2914;681;-;-;-;68;5242
352810 MACAUBAL;5;48;292;973;304;-;-;-;29;1651
352820 MACEDONIA;1;18;118;457;138;-;-;-;78;810
352830 MAGDA;5;17;120;458;158;-;-;-;10;768
352840 MAIRINQUE;78;528;3484;9141;2139;-;-;-;362;15732
352850 MAIRIPORA;250;1203;4607;15064;4272;-;-;-;242;25638
352860 MANDURI;19;176;656;1190;310;-;-;-;40;2391
352870 MARABA PAULISTA;1;29;199;551;159;-;-;-;10;949
352880 MARACAI;16;127;687;2381;701;-;-;-;69;3981
352885 MARAPOAMA;1;14;138;402;89;-;-;-;10;654
352890 MARIAPOLIS;6;41;152;567;147;-;-;-;7;920
352900 MARILIA;146;1308;9208;40385;15284;-;-;-;284;66615
352910 MARINOPOLIS;7;35;94;261;85;-;-;-;7;489
352920 MARTINOPOLIS;26;158;1280;3822;1410;-;-;-;96;6792
352930 MATAO;70;657;3697;14716;3726;-;-;-;115;22981
352940 MAUA;508;3285;25600;85662;19500;-;-;-;1913;136468
352950 MENDONCA;1;27;189;688;203;-;-;-;43;1151
352960 MERIDIANO;3;21;140;575;176;-;-;-;7;922
352965 MESOPOLIS;2;16;123;325;86;-;-;-;9;561
352970 MIGUELOPOLIS;42;465;1224;2764;724;-;-;-;1261;6480
352980 MINEIROS DO TIETE;23;272;877;1892;383;-;-;-;89;3536
352990 MIRACATU;162;548;3071;3824;655;-;-;-;96;8356
353000 MIRA ESTRELA;3;11;101;335;165;-;-;-;8;623
353010 MIRANDOPOLIS;18;156;1038;4010;1533;-;-;-;112;6867
353020 MIRANTE DO PARANAPANEMA;39;167;836;2509;684;-;-;-;119;4354
353030 MIRASSOL;30;310;2057;9279;3634;-;-;-;417;15727
353040 MIRASSOLANDIA;3;35;237;760;126;-;-;-;7;1168
353050 MOCOCA;188;1011;4022;10022;3124;-;-;-;1317;19684
353060 MOGI DAS CRUZES;571;5978;22537;83676;26502;-;-;-;1097;140361
353070 MOGI GUACU;176;1155;7859;25717;6755;-;-;-;1249;42911
353080 MOGI MIRIM;41;539;3161;13695;4828;-;-;-;3144;25408
353090 MOMBUCA;16;84;373;601;111;-;-;-;22;1207
353100 MONCOES;3;8;78;318;98;-;-;-;5;510
353110 MONGAGUA;119;561;3165;9542;2012;-;-;-;297;15696
353120 MONTE ALEGRE DO SUL;8;88;359;886;280;-;-;-;15;1636
353130 MONTE ALTO;63;353;2445;6784;2383;-;-;-;104;12132
353140 MONTE APRAZIVEL;13;275;820;2585;1418;-;-;-;96;5207
353150 MONTE AZUL PAULISTA;47;361;1380;2898;852;-;-;-;52;5590
353160 MONTE CASTELO;3;41;210;619;170;-;-;-;6;1049
353170 MONTEIRO LOBATO;17;57;274;496;115;-;-;-;5;964
353180 MONTE MOR;99;729;4054;11752;2107;-;-;-;196;18937
353190 MORRO AGUDO;107;669;2595;4945;1275;-;-;-;179;9770
353200 MORUNGABA;30;240;919;2069;446;-;-;-;159;3863
353205 MOTUCA;8;48;261;727;114;-;-;-;11;1169
353210 MURUTINGA DO SUL;1;30;129;447;159;-;-;-;16;782
353215 NANTES;10;53;121;591;128;-;-;-;10;913
353220 NARANDIBA;6;56;327;930;239;-;-;-;28;1586
353230 NATIVIDADE DA SERRA;27;121;484;755;133;-;-;-;70;1590
353240 NAZARE PAULISTA;61;320;1136;2920;534;-;-;-;181;5152
353250 NEVES PAULISTA;1;53;349;1030;434;-;-;-;28;1895
353260 NHANDEARA;13;47;376;1304;518;-;-;-;37;2295
353270 NIPOA;13;72;338;747;179;-;-;-;22;1371
353280 NOVA ALIANCA;5;38;362;937;233;-;-;-;14;1589
353282 NOVA CAMPINA;60;370;895;1620;237;-;-;-;63;3245
353284 NOVA CANAA PAULISTA;1;15;80;226;88;-;-;-;5;415
353286 NOVA CASTILHO;-;3;36;177;54;-;-;-;27;297
353290 NOVA EUROPA;23;142;576;1820;419;-;-;-;44;3024
353300 NOVA GRANADA;34;199;1187;3544;750;-;-;-;38;5752
353310 NOVA GUATAPORANGA;2;18;119;299;71;-;-;-;26;535
353320 NOVA INDEPENDENCIA;3;15;144;616;131;-;-;-;6;915
353325 NOVAIS;10;70;366;805;92;-;-;-;16;1359
353330 NOVA LUZITANIA;4;23;156;519;131;-;-;-;24;857
353340 NOVA ODESSA;24;217;2276;9480;3111;-;-;-;119;15227
353350 NOVO HORIZONTE;52;448;2182;6149;1892;-;-;-;56;10779
353360 NUPORANGA;8;91;471;824;355;-;-;-;42;1791
353370 OCAUCU;17;63;342;864;142;-;-;-;9;1437
353380 OLEO;1;58;145;397;89;-;-;-;7;697
353390 OLIMPIA;76;398;2611;8943;2761;-;-;-;168;14957
353400 ONDA VERDE;3;29;251;835;168;-;-;-;4;1290
353410 ORIENTE;5;47;254;1096;285;-;-;-;16;1703
353420 ORINDIUVA;3;42;313;1027;342;-;-;-;18;1745
353430 ORLANDIA;51;472;3261;5683;2382;-;-;-;221;12070
353440 OSASCO;928;6966;40184;129691;55198;-;-;-;10094;243061
353450 OSCAR BRESSANE;1;10;65;321;103;-;-;-;3;503
353460 OSVALDO CRUZ;35;495;1232;3743;1935;-;-;-;66;7506
353470 OURINHOS;158;1307;6505;18167;5890;-;-;-;328;32355
353475 OUROESTE;15;76;440;1205;754;-;-;-;19;2509
353480 OURO VERDE;20;102;581;1447;329;-;-;-;50;2529
353490 PACAEMBU;13;107;543;1372;651;-;-;-;52;2738
353500 PALESTINA;14;81;595;1593;390;-;-;-;15;2688
353510 PALMARES PAULISTA;15;182;823;1892;302;-;-;-;32;3246
353520 PALMEIRA D'OESTE;14;103;468;1229;404;-;-;-;29;2247
353530 PALMITAL;35;229;1306;3338;936;-;-;-;47;5891
353540 PANORAMA;28;207;1122;3041;646;-;-;-;27;5071
353550 PARAGUACU PAULISTA;60;373;2550;7815;2552;-;-;-;123;13473
353560 PARAIBUNA;63;305;1297;2878;519;-;-;-;44;5106
353570 PARAISO;1;63;299;901;240;-;-;-;12;1516
353580 PARANAPANEMA;52;370;1562;3133;904;-;-;-;149;6170
353590 PARANAPUA;3;41;229;596;189;-;-;-;12;1070
353600 PARAPUA;16;156;632;1289;381;-;-;-;23;2497
353610 PARDINHO;29;101;508;1192;222;-;-;-;29;2081
353620 PARIQUERA-ACU;79;343;1579;4024;849;-;-;-;28;6902
353625 PARISI;3;9;83;383;100;-;-;-;19;597
353630 PATROCINIO PAULISTA;31;205;1149;2307;738;-;-;-;213;4643
353640 PAULICEIA;9;56;393;1420;264;-;-;-;12;2154
353650 PAULINIA;57;430;4304;15452;7709;-;-;-;1625;29577
353657 PAULISTANIA;2;36;85;285;78;-;-;-;27;513
353660 PAULO DE FARIA;12;81;717;1275;313;-;-;-;28;2426
353670 PEDERNEIRAS;57;596;3071;7548;1768;-;-;-;199;13239
353680 PEDRA BELA;23;190;448;790;153;-;-;-;21;1625
353690 PEDRANOPOLIS;-;15;88;313;77;-;-;-;39;532
353700 PEDREGULHO;60;294;1783;2042;797;-;-;-;162;5138
353710 PEDREIRA;45;261;2616;5942;1686;-;-;-;1025;11575
353715 PEDRINHAS PAULISTA;4;12;88;390;173;-;-;-;10;677
353720 PEDRO DE TOLEDO;46;141;996;1600;316;-;-;-;24;3123
353730 PENAPOLIS;54;625;3648;9697;3178;-;-;-;132;17334
353740 PEREIRA BARRETO;32;232;1266;3836;1320;-;-;-;293;6979
353750 PEREIRAS;7;109;555;1220;247;-;-;-;35;2173
353760 PERUIBE;179;929;5642;14113;2657;-;-;-;189;23709
353770 PIACATU;3;65;311;769;206;-;-;-;51;1405
353780 PIEDADE;233;1582;3900;9067;1539;-;-;-;148;16469
353790 PILAR DO SUL;88;809;2360;5069;1285;-;-;-;58;9669
353800 PINDAMONHANGABA;164;1141;8180;31068;7751;-;-;-;3037;51341
353810 PINDORAMA;14;163;786;2068;550;-;-;-;34;3615
353820 PINHALZINHO;35;210;779;1841;485;-;-;-;41;3391
353830 PIQUEROBI;4;33;176;435;138;-;-;-;25;811
353850 PIQUETE;11;117;641;2014;461;-;-;-;463;3707
353860 PIRACAIA;100;623;1859;3548;1304;-;-;-;603;8037
353870 PIRACICABA;690;3796;23462;64023;22211;-;-;-;1904;116086
353880 PIRAJU;68;356;1814;4944;1572;-;-;-;118;8872
353890 PIRAJUI;19;235;1401;2744;890;-;-;-;245;5534
353900 PIRANGI;16;159;551;1523;422;-;-;-;28;2699
353910 PIRAPORA DO BOM JESUS;53;183;1166;3159;652;-;-;-;263;5476
353920 PIRAPOZINHO;21;229;1387;3851;1420;-;-;-;143;7051
353930 PIRASSUNUNGA;88;570;3956;10520;4507;-;-;-;338;19979
353940 PIRATININGA;16;112;506;1805;990;-;-;-;234;3663
353950 PITANGUEIRAS;149;892;3423;6137;1354;-;-;-;290;12245
353960 PLANALTO;20;74;303;790;164;-;-;-;108;1459
353970 PLATINA;5;40;274;570;102;-;-;-;25;1016
353980 POA;69;763;6286;23656;6114;-;-;-;1165;38053
353990 POLONI;6;81;249;793;266;-;-;-;17;1412
354000 POMPEIA;15;158;722;3438;1257;-;-;-;52;5642
354010 PONGAI;2;36;156;381;138;-;-;-;34;747
354020 PONTAL;123;1487;5225;5699;1258;-;-;-;287;14079
354025 PONTALINDA;6;59;298;672;191;-;-;-;17;1243
354030 PONTES GESTAL;7;17;132;395;122;-;-;-;9;682
354040 POPULINA;15;35;223;538;226;-;-;-;18;1055
354050 PORANGABA;27;92;598;1137;240;-;-;-;13;2107
354060 PORTO FELIZ;47;570;3380;8848;2562;-;-;-;204;15611
354070 PORTO FERREIRA;119;764;3466;6757;2584;-;-;-;1574;15264
354075 POTIM;22;221;1243;3306;512;-;-;-;451;5755
354080 POTIRENDABA;33;184;967;2320;800;-;-;-;47;4351
354085 PRACINHA;-;20;88;213;71;-;-;-;4;396
354090 PRADOPOLIS;42;258;1316;2665;707;-;-;-;70;5058
354100 PRAIA GRANDE;308;2580;17993;58229;13450;-;-;-;897;93457
354105 PRATANIA;17;74;508;931;166;-;-;-;20;1716
354110 PRESIDENTE ALVES;3;59;258;604;146;-;-;-;56;1126
354120 PRESIDENTE BERNARDES;12;72;622;1567;791;-;-;-;70;3134
354130 PRESIDENTE EPITACIO;79;350;3117;7404;1962;-;-;-;103;13015
354140 PRESIDENTE PRUDENTE;103;1179;9362;32635;18806;-;-;-;1267;63352
354150 PRESIDENTE VENCESLAU;14;181;1517;5680;2423;-;-;-;144;9959
354160 PROMISSAO;41;409;2463;6243;1679;-;-;-;226;11061
354165 QUADRA;8;66;208;468;114;-;-;-;47;911
354170 QUATA;11;111;638;2396;638;-;-;-;34;3828
354180 QUEIROZ;6;42;197;664;94;-;-;-;14;1017
354190 QUELUZ;22;163;770;1764;316;-;-;-;161;3196
354200 QUINTANA;7;57;295;1166;237;-;-;-;12;1774
354210 RAFARD;19;161;691;1391;407;-;-;-;17;2686
354220 RANCHARIA;47;240;1502;5734;1437;-;-;-;33;8993
354230 REDENCAO DA SERRA;10;101;335;527;72;-;-;-;65;1110
354240 REGENTE FEIJO;20;150;991;2833;1172;-;-;-;118;5284
354250 REGINOPOLIS;8;46;311;713;213;-;-;-;99;1390
354260 REGISTRO;127;877;4563;11374;3410;-;-;-;124;20475
354270 RESTINGA;18;133;563;1428;268;-;-;-;39;2449
354280 RIBEIRA;27;101;254;550;134;-;-;-;84;1150
354290 RIBEIRAO BONITO;38;250;966;2195;388;-;-;-;80;3917
354300 RIBEIRAO BRANCO;217;1312;2335;3012;531;-;-;-;118;7525
354310 RIBEIRAO CORRENTE;12;103;386;795;144;-;-;-;25;1465
354320 RIBEIRAO DO SUL;11;68;218;647;239;-;-;-;8;1191
354323 RIBEIRAO DOS INDIOS;3;22;115;233;96;-;-;-;11;480
354325 RIBEIRAO GRANDE;33;218;499;1471;156;-;-;-;42;2419
354330 RIBEIRAO PIRES;108;800;4545;21842;6075;-;-;-;599;33969
354340 RIBEIRAO PRETO;634;4268;35492;92355;47685;-;-;-;2596;183030
354350 RIVERSUL;13;213;546;846;203;-;-;-;63;1884
354360 RIFAINA;4;38;244;423;197;-;-;-;23;929
354370 RINCAO;28;165;792;1989;222;-;-;-;50;3246
354380 RINOPOLIS;23;184;611;1178;456;-;-;-;13;2465
354390 RIO CLARO;181;1540;9237;32874;10365;-;-;-;249;54446
354400 RIO DAS PEDRAS;49;378;1999;5547;1160;-;-;-;313;9446
354410 RIO GRANDE DA SERRA;61;374;2510;9842;1308;-;-;-;243;14338
354420 RIOLANDIA;29;162;692;1544;381;-;-;-;26;2834
354425 ROSANA;48;225;1236;3598;1129;-;-;-;61;6297
354430 ROSEIRA;11;90;547;1683;427;-;-;-;255;3013
354440 RUBIACEA;3;45;160;377;92;-;-;-;19;696
354450 RUBINEIA;1;16;91;344;201;-;-;-;8;661
354460 SABINO;5;53;284;764;154;-;-;-;78;1338
354470 SAGRES;7;40;132;345;114;-;-;-;23;661
354480 SALES;6;57;294;764;246;-;-;-;37;1404
354490 SALES OLIVEIRA;11;71;648;1339;645;-;-;-;167;2881
354500 SALESOPOLIS;87;313;1262;3141;616;-;-;-;96;5515
354510 SALMOURAO;10;131;330;690;202;-;-;-;10;1373
354515 SALTINHO;20;63;355;1101;317;-;-;-;19;1875
354520 SALTO;110;607;5383;22189;6501;-;-;-;138;34928
354530 SALTO DE PIRAPORA;79;505;2851;7821;1610;-;-;-;199;13065
354540 SALTO GRANDE;21;208;696;1451;334;-;-;-;25;2735
354550 SANDOVALINA;6;30;269;655;195;-;-;-;92;1247
354560 SANTA ADELIA;25;196;926;2199;616;-;-;-;53;4015
354570 SANTA ALBERTINA;5;42;244;806;323;-;-;-;20;1440
354580 SANTA BARBARA D'OESTE;89;995;9013;33107;8323;-;-;-;365;51892
354600 SANTA BRANCA;18;109;885;2280;417;-;-;-;129;3838
354610 SANTA CLARA D'OESTE;-;9;138;312;115;-;-;-;5;579
354620 SANTA CRUZ DA CONCEICAO;5;39;150;440;157;-;-;-;26;817
354625 SANTA CRUZ DA ESPERANCA;2;22;105;349;61;-;-;-;25;564
354630 SANTA CRUZ DAS PALMEIRAS;88;805;3045;4128;1341;-;-;-;106;9513
354640 SANTA CRUZ DO RIO PARDO;70;682;3506;6871;2594;-;-;-;154;13877
354650 SANTA ERNESTINA;12;155;267;814;257;-;-;-;81;1586
354660 SANTA FE DO SUL;42;190;1146;4052;2780;-;-;-;54;8264
354670 SANTA GERTRUDES;32;220;1780;4440;744;-;-;-;47;7263
354680 SANTA ISABEL;121;696;3256;10976;2310;-;-;-;178;17537
354690 SANTA LUCIA;15;125;547;1741;180;-;-;-;37;2645
354700 SANTA MARIA DA SERRA;13;142;524;959;142;-;-;-;35;1815
354710 SANTA MERCEDES;5;31;142;491;104;-;-;-;41;814
354720 SANTANA DA PONTE PENSA;1;6;36;157;91;-;-;-;2;293
354730 SANTANA DE PARNAIBA;191;1158;6304;22205;11694;-;-;-;1068;42620
354740 SANTA RITA D'OESTE;6;20;78;235;176;-;-;-;4;519
354750 SANTA RITA DO PASSA QUATRO;22;223;1326;3465;1126;-;-;-;88;6250
354760 SANTA ROSA DE VITERBO;31;250;1505;3640;930;-;-;-;145;6501
354765 SANTA SALETE;1;1;36;164;84;-;-;-;12;298
354770 SANTO ANASTACIO;24;293;1185;2759;1153;-;-;-;59;5473
354780 SANTO ANDRE;627;3576;28580;109493;62345;-;-;-;2743;207364
354790 SANTO ANTONIO DA ALEGRIA;4;125;514;812;222;-;-;-;39;1716
354800 SANTO ANTONIO DE POSSE;69;283;1572;3570;729;-;-;-;165;6388
354805 SANTO ANTONIO DO ARACANGUA;6;46;238;1488;280;-;-;-;55;2113
354810 SANTO ANTONIO DO JARDIM;19;118;422;695;214;-;-;-;9;1477
354820 SANTO ANTONIO DO PINHAL;13;162;565;1078;244;-;-;-;41;2103
354830 SANTO EXPEDITO;4;40;174;410;131;-;-;-;21;780
354840 SANTOPOLIS DO AGUAPEI;4;54;300;790;136;-;-;-;30;1314
354850 SANTOS;325;2253;15882;60716;33984;-;-;-;825;113985
354860 SAO BENTO DO SAPUCAI;18;284;728;1405;503;-;-;-;50;2988
354870 SAO BERNARDO DO CAMPO;757;5377;35200;136748;68532;-;-;-;2138;248752
354880 SAO CAETANO DO SUL;47;463;3628;15180;18602;-;-;-;461;38381
354890 SAO CARLOS;141;1941;11933;38586;14226;-;-;-;613;67440
354900 SAO FRANCISCO;2;24;144;360;126;-;-;-;16;672
354910 SAO JOAO DA BOA VISTA;98;417;4084;13571;4912;-;-;-;247;23329
354920 SAO JOAO DAS DUAS PONTES;3;15;138;400;93;-;-;-;5;654
354925 SAO JOAO DE IRACEMA;1;12;56;240;101;-;-;-;33;443
354930 SAO JOAO DO PAU D'ALHO;2;16;54;270;95;-;-;-;30;467
354940 SAO JOAQUIM DA BARRA;46;334;2997;7635;2007;-;-;-;1072;14091
354950 SAO JOSE DA BELA VISTA;29;202;882;1297;201;-;-;-;55;2666
354960 SAO JOSE DO BARREIRO;26;86;286;628;78;-;-;-;37;1141
354970 SAO JOSE DO RIO PARDO;77;958;3758;8016;2190;-;-;-;306;15305
354980 SAO JOSE DO RIO PRETO;241;1870;15686;68063;32727;-;-;-;997;119584
354990 SAO JOSE DOS CAMPOS;528;5611;27707;126434;51157;-;-;-;1427;212864
354995 SAO LOURENCO DA SERRA;40;203;913;2725;672;-;-;-;60;4613
355000 SAO LUIS DO PARAITINGA;34;230;743;1278;254;-;-;-;217;2756
355010 SAO MANUEL;90;343;3051;6587;1942;-;-;-;101;12114
355020 SAO MIGUEL ARCANJO;202;1011;2902;5205;913;-;-;-;276;10509
355030 SAO PAULO;16391;105533;633631;2149366;961482;-;1;-;71021;3937425
355040 SAO PEDRO;79;507;2480;4667;1236;-;-;-;150;9119
355050 SAO PEDRO DO TURVO;28;206;549;1177;245;-;-;-;20;2225
355060 SAO ROQUE;116;1071;5792;13494;4285;-;-;-;351;25109
355070 SAO SEBASTIAO;184;1120;5938;16447;4786;-;-;-;362;28837
355080 SAO SEBASTIAO DA GRAMA;47;434;948;1204;411;-;-;-;68;3112
355090 SAO SIMAO;30;284;1179;1715;539;-;-;-;131;3878
355100 SAO VICENTE;487;3750;23031;70720;13949;-;-;-;1224;113161
355110 SARAPUI;26;130;547;1612;256;-;-;-;82;2653
355120 SARUTAIA;12;100;341;620;98;-;-;-;20;1191
355130 SEBASTIANOPOLIS DO SUL;1;29;80;410;179;-;-;-;14;713
355140 SERRA AZUL;27;211;927;1456;282;-;-;-;59;2962
355150 SERRANA;84;936;4113;7593;1448;-;-;-;261;14435
