 Nascidos vivos - Brasil;;;;;;;
Nascim p/resid.mãe por Município e Estado civil mãe;;;;;;;
Período:2000-2022;;;;;;;
Município;Solteira;Casada;Viúva;Separada judicialmente;União consensual;Ignorado;Total
500230 BRASILANDIA;1623;1152;6;36;1155;122;4094
500240 CAARAPO;4196;5159;14;76;1632;489;11566
500260 CAMAPUA;2958;1131;7;38;566;19;4719
500270 CAMPO GRANDE;166834;105288;475;4919;22334;294;300144
500280 CARACOL;1266;450;1;7;156;5;1885
500290 CASSILANDIA;3717;2125;10;74;618;12;6556
500295 CHAPADAO DO SUL;3623;2677;15;85;1662;44;8106
500310 CORGUINHO;542;267;2;6;49;1;867
500315 CORONEL SAPUCAIA;5087;1595;16;24;875;90;7687
500320 CORUMBA;30433;8116;53;211;6816;735;46364
500325 COSTA RICA;4855;2173;18;84;989;51;8170
500330 COXIM;7105;3812;18;94;1267;20;12316
500345 DEODAPOLIS;1618;1625;7;43;551;20;3864
500348 DOIS IRMAOS DO BURITI;1818;914;8;13;346;7;3106
500350 DOURADINA;644;719;5;10;158;14;1550
500370 DOURADOS;40333;31477;148;872;10662;384;83876
500375 ELDORADO;2280;2201;9;20;776;25;5311
500380 FATIMA DO SUL;2201;2527;10;86;1277;28;6129
500390 FIGUEIRAO;262;286;1;5;88;13;655
500400 GLORIA DE DOURADOS;869;1178;3;26;756;6;2838
500410 GUIA LOPES DA LAGUNA;2291;815;4;32;710;21;3873
500430 IGUATEMI;2519;1586;9;44;1533;175;5866
500440 INOCENCIA;1218;777;4;26;537;53;2615
500450 ITAPORA;2587;1961;10;66;514;27;5165
500460 ITAQUIRAI;3135;1625;12;42;1284;34;6132
500470 IVINHEMA;2638;3198;12;64;2311;23;8246
500480 JAPORA;1441;1172;5;20;1240;179;4057
500490 JARAGUARI;715;313;2;10;73;5;1118
500500 JARDIM;5370;2144;14;74;2545;19;10166
500510 JATEI;578;565;2;11;183;6;1345
500515 JUTI;1017;856;4;12;331;28;2248
500520 LADARIO;5458;1568;11;30;981;71;8119
500525 LAGUNA CARAPA;1013;1258;2;13;268;16;2570
500540 MARACAJU;4740;4716;16;110;5229;97;14908
500560 MIRANDA;6094;3587;14;68;1779;130;11672
500568 MUNDO NOVO;2352;2648;10;22;1525;42;6599
500570 NAVIRAI;10996;6048;52;201;1831;46;19174
500580 NIOAQUE;2189;1891;8;12;424;12;4536
500600 NOVA ALVORADA DO SUL;2637;1981;14;41;1545;91;6309
500620 NOVA ANDRADINA;7225;5699;24;187;3370;82;16587
500625 NOVO HORIZONTE DO SUL;554;705;1;8;480;25;1773
500627 PARAISO DAS AGUAS;336;123;-;7;39;1;506
500630 PARANAIBA;4980;3093;11;161;4139;46;12430
500635 PARANHOS;3021;1426;8;14;2161;73;6703
500640 PEDRO GOMES;1330;803;3;16;289;12;2453
500660 PONTA PORA;15793;7547;61;141;13147;1563;38252
500690 PORTO MURTINHO;4469;855;11;18;553;24;5930
500710 RIBAS DO RIO PARDO;4316;2004;13;66;943;64;7406
500720 RIO BRILHANTE;5013;3779;15;89;4360;57;13313
500730 RIO NEGRO;636;499;1;14;122;6;1278
500740 RIO VERDE DE MATO GROSSO;3340;1840;14;65;1330;271;6860
500750 ROCHEDO;831;349;2;19;161;3;1365
500755 SANTA RITA DO PARDO;547;620;4;7;480;98;1756
500769 SAO GABRIEL DO OESTE;4949;3189;13;111;1563;49;9874
500770 SETE QUEDAS;2134;1443;2;37;861;170;4647
500780 SELVIRIA;713;402;4;17;131;68;1335
500790 SIDROLANDIA;9355;3973;22;143;1116;23;14632
500793 SONORA;2385;1914;5;41;1432;50;5827
500795 TACURU;1281;2157;11;22;1187;41;4699
500797 TAQUARUSSU;469;341;1;8;235;11;1065
500800 TERENOS;2550;1028;5;48;416;11;4058
500830 TRES LAGOAS;23937;12915;70;475;2105;102;39604
500840 VICENTINA;580;846;5;17;262;8;1718
 MUNICIPIO IGNORADO - MT;30;24;-;-;13;1;68
510010 ACORIZAL;656;325;3;13;429;1;1427
510020 AGUA BOA;2803;2304;17;41;3038;127;8330
510025 ALTA FLORESTA;8239;6809;43;222;4957;126;20396
510030 ALTO ARAGUAIA;2303;1519;7;45;1138;69;5081
510035 ALTO BOA VISTA;650;315;2;6;533;18;1524
510040 ALTO GARCAS;1400;994;8;29;728;14;3173
510050 ALTO PARAGUAI;1246;594;5;15;592;13;2465
510060 ALTO TAQUARI;1454;1072;9;25;761;45;3366
510080 APIACAS;1952;703;3;25;442;29;3154
510100 ARAGUAIANA;469;261;-;8;162;7;907
510120 ARAGUAINHA;135;77;-;2;34;1;249
510125 ARAPUTANGA;2878;2291;22;86;915;17;6209
510130 ARENAPOLIS;1674;1116;5;27;682;9;3513
510140 ARIPUANA;4480;2149;11;60;2186;24;8910
510160 BARAO DE MELGACO;726;315;4;17;422;9;1493
510170 BARRA DO BUGRES;5821;2336;8;42;4250;18;12475
510180 BARRA DO GARCAS;9564;7829;40;178;4165;306;22082
510185 BOM JESUS DO ARAGUAIA;502;386;4;8;674;37;1611
510190 BRASNORTE;2677;1433;8;29;1763;39;5949
510250 CACERES;23414;8103;69;203;6380;139;38308
510260 CAMPINAPOLIS;1095;2389;14;28;2767;119;6412
510263 CAMPO NOVO DO PARECIS;5641;3844;29;123;3434;66;13137
510267 CAMPO VERDE;7440;4356;21;123;2477;28;14445
510268 CAMPOS DE JULIO;1086;768;3;23;489;14;2383
510269 CANABRAVA DO NORTE;560;434;6;15;477;21;1513
510270 CANARANA;2873;2451;9;40;2935;112;8420
510279 CARLINDA;1339;1290;14;32;944;17;3636
510285 CASTANHEIRA;1357;826;13;23;429;13;2661
510300 CHAPADA DOS GUIMARAES;2800;1282;8;43;1679;71;5883
510305 CLAUDIA;1084;864;3;35;1421;10;3417
510310 COCALINHO;711;390;5;8;584;24;1722
510320 COLIDER;5199;3897;31;122;1805;36;11090
510325 COLNIZA;3669;3325;26;73;2545;63;9701
510330 COMODORO;3860;2450;14;66;1667;120;8177
510335 CONFRESA;3537;2803;28;91;4057;208;10724
510336 CONQUISTA D'OESTE;449;366;-;16;205;13;1049
510337 COTRIGUACU;1626;1543;13;27;1265;37;4511
510340 CUIABA;101745;67912;351;2428;50141;721;223298
510343 CURVELANDIA;749;331;2;6;214;3;1305
510345 DENISE;1046;1022;5;12;691;9;2785
510350 DIAMANTINO;3736;2192;23;53;2050;14;8068
510360 DOM AQUINO;1013;683;5;16;464;40;2221
510370 FELIZ NATAL;1594;911;11;27;1659;20;4222
510380 FIGUEIROPOLIS D'OESTE;399;550;2;14;176;2;1143
510385 GAUCHA DO NORTE;772;830;2;13;819;109;2545
510390 GENERAL CARNEIRO;1199;804;1;6;300;86;2396
510395 GLORIA D'OESTE;390;225;1;3;202;20;841
510410 GUARANTA DO NORTE;5501;3375;30;88;2702;192;11888
510420 GUIRATINGA;1300;943;7;23;771;10;3054
510450 INDIAVAI;479;275;2;6;129;1;892
510452 IPIRANGA DO NORTE;486;472;1;14;632;1;1606
510454 ITANHANGA;480;361;1;9;587;4;1442
510455 ITAUBA;1084;579;5;11;416;4;2099
510460 ITIQUIRA;1757;996;9;41;954;38;3795
510480 JACIARA;5617;3477;28;142;892;72;10228
510490 JANGADA;1335;490;5;11;770;38;2649
510500 JAURU;1187;1773;10;32;665;28;3695
510510 JUARA;5119;3690;28;154;4227;64;13282
510515 JUINA;8310;5092;66;201;2649;65;16383
510517 JURUENA;1530;999;10;11;1104;15;3669
510520 JUSCIMEIRA;1784;1102;14;38;334;28;3300
510523 LAMBARI D'OESTE;804;765;1;9;236;3;1818
510525 LUCAS DO RIO VERDE;9309;7337;37;232;4944;281;22140
510530 LUCIARA;407;149;2;5;261;9;833
510550 VILA BELA DA SANTISSIMA TRINDADE;3157;1085;7;19;779;75;5122
510558 MARCELANDIA;2330;1143;10;32;1571;68;5154
510560 MATUPA;2477;1742;11;48;1734;30;6042
510562 MIRASSOL D'OESTE;3947;2291;16;78;2910;15;9257
510590 NOBRES;2162;1536;10;44;2527;59;6338
510600 NORTELANDIA;1274;491;5;10;524;7;2311
510610 NOSSA SENHORA DO LIVRAMENTO;1460;495;4;8;840;20;2827
510615 NOVA BANDEIRANTES;1360;1222;4;17;927;16;3546
510617 NOVA NAZARE;214;314;-;3;612;28;1171
510618 NOVA LACERDA;835;510;3;16;310;25;1699
510619 NOVA SANTA HELENA;564;402;3;7;179;5;1160
510620 NOVA BRASILANDIA;501;437;5;12;388;4;1347
510621 NOVA CANAA DO NORTE;1629;1518;2;39;803;20;4011
510622 NOVA MUTUM;6056;4473;12;164;4107;58;14870
510623 NOVA OLIMPIA;2687;2461;11;35;2394;9;7597
510624 NOVA UBIRATA;999;998;4;24;1138;13;3176
510625 NOVA XAVANTINA;2476;2302;5;34;1865;29;6711
510626 NOVO MUNDO;747;645;9;13;665;6;2085
510627 NOVO HORIZONTE DO NORTE;321;414;1;8;262;6;1012
510628 NOVO SAO JOAQUIM;862;797;5;7;708;9;2388
510629 PARANAITA;1367;1242;6;29;1201;24;3869
510630 PARANATINGA;3045;2102;17;42;2807;45;8058
510631 NOVO SANTO ANTONIO;221;95;1;2;203;5;527
510637 PEDRA PRETA;1974;1701;10;26;1885;38;5634
510642 PEIXOTO DE AZEVEDO;5367;2462;27;52;5042;73;13023
510645 PLANALTO DA SERRA;344;243;2;9;190;3;791
510650 POCONE;5275;3497;18;47;3141;77;12055
510665 PONTAL DO ARAGUAIA;779;521;1;20;296;22;1639
510670 PONTE BRANCA;252;100;1;3;108;4;468
510675 PONTES E LACERDA;8320;5836;42;159;4192;148;18697
510677 PORTO ALEGRE DO NORTE;1554;857;12;24;1198;65;3710
510680 PORTO DOS GAUCHOS;649;691;5;28;629;10;2012
510682 PORTO ESPERIDIAO;1585;998;5;35;1161;100;3884
510685 PORTO ESTRELA;497;223;1;5;382;3;1111
510700 POXOREO;3286;1344;13;69;777;39;5528
510704 PRIMAVERA DO LESTE;13123;7697;38;276;3811;110;25055
510706 QUERENCIA;1879;2554;7;30;2209;173;6852
510710 SAO JOSE DOS QUATRO MARCOS;2318;2104;9;66;1413;6;5916
510715 RESERVA DO CABACAL;331;287;2;9;87;1;717
510718 RIBEIRAO CASCALHEIRA;1733;768;3;21;910;35;3470
510719 RIBEIRAOZINHO;249;205;4;3;237;13;711
510720 RIO BRANCO;573;850;2;10;285;4;1724
510724 SANTA CARMEM;519;483;3;8;585;2;1600
510726 SANTO AFONSO;294;256;3;3;170;1;727
510729 SAO JOSE DO POVO;238;241;2;5;145;3;634
510730 SAO JOSE DO RIO CLARO;3382;1532;9;34;1267;22;6246
510735 SAO JOSE DO XINGU;646;710;2;7;930;44;2339
510740 SAO PEDRO DA CIPA;857;543;8;20;117;9;1554
510757 RONDOLANDIA;201;324;2;2;189;8;726
510760 RONDONOPOLIS;32892;25506;139;725;21621;215;81098
510770 ROSARIO OESTE;2079;1380;9;25;1380;50;4923
510774 SANTA CRUZ DO XINGU;201;143;-;2;218;16;580
510775 SALTO DO CEU;363;654;-;9;204;4;1234
510776 SANTA RITA DO TRIVELATO;282;279;1;4;238;1;805
510777 SANTA TEREZINHA;1417;801;5;2;476;54;2755
510779 SANTO ANTONIO DO LESTE;496;302;3;7;162;9;979
510780 SANTO ANTONIO DO LEVERGER;2439;1011;9;29;1475;22;4985
510785 SAO FELIX DO ARAGUAIA;1655;666;3;15;1050;38;3427
510787 SAPEZAL;4389;2599;18;87;1576;35;8704
510788 SERRA NOVA DOURADA;108;73;-;3;133;6;323
510790 SINOP;19104;16041;97;523;20586;80;56431
510792 SORRISO;10358;9680;47;287;11739;32;32143
510794 TABAPORA;1269;1094;2;22;637;20;3044
510795 TANGARA DA SERRA;11788;11163;55;291;10120;54;33471
510800 TAPURAH;1639;1338;2;24;1700;9;4712
510805 TERRA NOVA DO NORTE;1334;1419;14;33;1079;22;3901
510810 TESOURO;416;138;-;2;167;3;726
510820 TORIXOREU;491;326;3;11;234;4;1069
510830 UNIAO DO SUL;461;244;2;8;540;-;1255
